Date,Address,lat,lon,Killed,Injured,Content
2017-10-15,"6233 Gulfton St, Houston, Texas",29.7159758,-95.4915044,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>6233 Gulfton St, Houston, Texas"
2017-10-15,"107th Ave and Camelback Rd, Phoenix, Arizona",33.5081755,-112.2900132,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>107th Ave and Camelback Rd, Phoenix, Arizona"
2017-10-12,"6 Asbury Ct, Aliso Viejo, California",33.5675062,-117.7357567,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>6 Asbury Ct, Aliso Viejo, California"
2017-10-11,"15497 SR 93, Pedro, Ohio",38.7082949,-82.6423305,4,0,"<b>Date: </b>NA<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>15497 SR 93, Pedro, Ohio"
2017-10-10,"25th St and Treat Ave, San Francisco, California",37.7509769,-122.4128627,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>25th St and Treat Ave, San Francisco, California"
2017-10-09,"3352 Old Spanish Trail, Houston, Texas",29.7011907,-95.372159,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>3352 Old Spanish Trail, Houston, Texas"
2017-10-07,"87th Ave and Thomas Rd, Phoenix, Arizona",33.479751,-112.2464783,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>87th Ave and Thomas Rd, Phoenix, Arizona"
2017-10-06,"8000 block of S Marshfield, Chicago, Illinois",41.748351,-87.6649489,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>8000 block of S Marshfield, Chicago, Illinois"
2017-10-05,"400 block of W 13th Street, Casa Grande, Arizona",32.885415,-111.757291,4,0,"<b>Date: </b>NA<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>400 block of W 13th Street, Casa Grande, Arizona"
2017-10-03,"2051 NW 65th St, Miami, Florida",25.8338798,-80.2310149,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>2051 NW 65th St, Miami, Florida"
2017-10-01,"1000 block of Massachusetts St, Lawrence, Kansas",38.9654625,-95.235711,3,2,"<b>Date: </b>NA<br/><b>Killed: </b>3<br/><b>Injured: </b>2<br/><b>Location: </b>1000 block of Massachusetts St, Lawrence, Kansas"
2017-10-01,"3950 Las Vegas Blvd S, Las Vegas, Nevada",36.0933917,-115.1763365,59,441,"<b>Date: </b>NA<br/><b>Killed: </b>59<br/><b>Injured: </b>441<br/><b>Location: </b>3950 Las Vegas Blvd S, Las Vegas, Nevada"
2017-09-30,"800 block of Kerr Avenue, Memphis, Tennessee",35.1071634,-90.0358906,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>800 block of Kerr Avenue, Memphis, Tennessee"
2017-09-28,"2001 N Rocheblave St, New Orleans, Louisiana",29.9814899,-90.0647868,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>2001 N Rocheblave St, New Orleans, Louisiana"
2017-09-26,"100 block of Pastorius St, Philadelphia, Pennsylvania",40.043327,-75.177497,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>100 block of Pastorius St, Philadelphia, Pennsylvania"
2017-09-26,"2531 Chelsea Ave, Memphis, Tennessee",35.1741999,-89.9727606,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>2531 Chelsea Ave, Memphis, Tennessee"
2017-09-26,"3200 block of Lyndale Ave, Baltimore, Maryland",39.31661,-76.578385,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>3200 block of Lyndale Ave, Baltimore, Maryland"
2017-09-24,"500 block of E. Patapsco Avenue, Baltimore, Maryland",39.2370846,-76.6035287,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>500 block of E. Patapsco Avenue, Baltimore, Maryland"
2017-09-24,"3890 Pin Hook Rd, Antioch, Tennessee",36.0468068,-86.58308,1,8,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>8<br/><b>Location: </b>3890 Pin Hook Rd, Antioch, Tennessee"
2017-09-24,"1226 E Fayette St, Syracuse, New York",43.0481311,-76.1304325,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1226 E Fayette St, Syracuse, New York"
2017-09-24,"6000 block of Hoover Dr, Mays Landing, New Jersey",39.4511646,-74.7662728,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>6000 block of Hoover Dr, Mays Landing, New Jersey"
2017-09-23,"818 Real Rd, Bakersfield, California",35.3657935,-119.0432433,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>818 Real Rd, Bakersfield, California"
2017-09-23,"Seminary St and Jackson St, Danville, Illinois",40.1303411,-87.6272775,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>Seminary St and Jackson St, Danville, Illinois"
2017-09-23,"1164 Albany Ave, Hartford, Connecticut",41.7821945,-72.6958082,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>1164 Albany Ave, Hartford, Connecticut"
2017-09-20,"4300 block of 23rd Ct, Gary, Indiana",41.5756159,-87.3907056,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>4300 block of 23rd Ct, Gary, Indiana"
2017-09-17,"5000 block of Stanton Street, Detroit, Michigan",42.3497679,-83.0905192,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>5000 block of Stanton Street, Detroit, Michigan"
2017-09-17,"300 Mistletoe St, Petersburg, Virginia",37.2167361,-77.4049063,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>300 Mistletoe St, Petersburg, Virginia"
2017-09-16,"920 Lady Street, Columbia, South Carolina",34.0013022,-81.0376867,0,8,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>8<br/><b>Location: </b>920 Lady Street, Columbia, South Carolina"
2017-09-13,"1000 block of Morehead St, Memphis, Tennessee",35.1680474,-90.0251211,1,5,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>5<br/><b>Location: </b>1000 block of Morehead St, Memphis, Tennessee"
2017-09-13,"14626 S Jackson Rd, Rockford, Washington",47.519534,-117.1966959,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>14626 S Jackson Rd, Rockford, Washington"
2017-09-13,"400 block of S Duke St, York, Pennsylvania",39.95736,-76.722985,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>400 block of S Duke St, York, Pennsylvania"
2017-09-13,"3100 block of N 2nd St, Philadelphia, Pennsylvania",39.9973235,-75.1332171,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>3100 block of N 2nd St, Philadelphia, Pennsylvania"
2017-09-10,"2101 N Claiborne Ave, New Orleans, Louisiana",29.9736728,-90.0583789,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>2101 N Claiborne Ave, New Orleans, Louisiana"
2017-09-10,"1712 West Spring Creek Parkway, Plano, Texas",33.0565114,-96.7275947,9,1,"<b>Date: </b>NA<br/><b>Killed: </b>9<br/><b>Injured: </b>1<br/><b>Location: </b>1712 West Spring Creek Parkway, Plano, Texas"
2017-09-09,"Kings Bend Road, Selma, Alabama",32.3950984,-87.0276666,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Kings Bend Road, Selma, Alabama"
2017-09-06,"2700 block of Madison, Chicago, Illinois",41.8813699,-87.694119,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>2700 block of Madison, Chicago, Illinois"
2017-09-04,"1000 block of Bellwood Ave, Bellwood, Illinois",41.8741981,-87.8782768,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1000 block of Bellwood Ave, Bellwood, Illinois"
2017-09-03,"10100 block of S Firmona Ave, Inglewood, California",33.9443865,-118.3566749,2,3,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>3<br/><b>Location: </b>10100 block of S Firmona Ave, Inglewood, California"
2017-09-02,"8008 Watterson Trl, Louisville, Kentucky",38.180619,-85.621938,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>8008 Watterson Trl, Louisville, Kentucky"
2017-09-02,"8300 block of S Hermitage, Chicago, Illinois",41.74276,-87.6670904,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>8300 block of S Hermitage, Chicago, Illinois"
2017-08-28,"701 N Main St, Clovis, New Mexico",34.4051816,-103.2044978,2,4,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>4<br/><b>Location: </b>701 N Main St, Clovis, New Mexico"
2017-08-27,"7760 24th St, Sacramento, California",38.47505,-121.481512,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>7760 24th St, Sacramento, California"
2017-08-27,"1127 Chestnut St, Evansville, Indiana",37.973151,-87.5601723,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1127 Chestnut St, Evansville, Indiana"
2017-08-25,"1600 NE 8th Ave, Gainesville, Florida",29.6592262,-82.3046371,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>1600 NE 8th Ave, Gainesville, Florida"
2017-08-24,"10400 block of Balmoral Dr, Saint Louis, Missouri",38.754081,-90.2010733,4,0,"<b>Date: </b>NA<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>10400 block of Balmoral Dr, Saint Louis, Missouri"
2017-08-22,"300 block of N Central Ave, Chicago, Illinois",41.885933,-87.765465,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>300 block of N Central Ave, Chicago, Illinois"
2017-08-21,"Fabyan Place, Newark, New Jersey",40.7154353,-74.2220987,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Fabyan Place, Newark, New Jersey"
2017-08-21,"980 Fishing Creek Rd, Whitakers, North Carolina",36.1694133,-77.8287545,4,0,"<b>Date: </b>NA<br/><b>Killed: </b>4<br/><b>Injured: </b>0<br/><b>Location: </b>980 Fishing Creek Rd, Whitakers, North Carolina"
2017-08-21,"700 block of S 19th St, Newark, New Jersey",40.7324223,-74.2122213,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>700 block of S 19th St, Newark, New Jersey"
2017-08-21,"Cottage Avenue and Park Heights Avenue, Baltimore, Maryland",39.3273371,-76.657371,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Cottage Avenue and Park Heights Avenue, Baltimore, Maryland"
2017-08-21,"262 Decatur St, Memphis, Tennessee",35.1471791,-90.0259271,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>262 Decatur St, Memphis, Tennessee"
2017-08-20,"100th St and Ave M, Brooklyn, New York",40.6386145,-73.8910242,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>100th St and Ave M, Brooklyn, New York"
2017-08-20,"11901 S Loomis St, Chicago, Illinois",41.6768437,-87.6560016,2,5,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>5<br/><b>Location: </b>11901 S Loomis St, Chicago, Illinois"
2017-08-19,"11143 Superior Ave, Cleveland, Ohio",41.5226451,-81.6075922,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>11143 Superior Ave, Cleveland, Ohio"
2017-08-16,"Merritt Ave and 15th St, Wyandanch, New York",40.754364,-73.36126,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Merritt Ave and 15th St, Wyandanch, New York"
2017-08-14,"Morrison St and Klump Ave, North Hollywood, California",34.160824,-118.3757613,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>Morrison St and Klump Ave, North Hollywood, California"
2017-08-13,"39th St and Melon St, Philadelphia, Pennsylvania",39.9648942,-75.1999605,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>39th St and Melon St, Philadelphia, Pennsylvania"
2017-08-13,"4000 Block of Martin Luther King Jr Blvd, Sacramento, California",38.5383643,-121.4650338,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>4000 Block of Martin Luther King Jr Blvd, Sacramento, California"
2017-08-13,"8700 block of Quay Rd, Suffolk, Virginia",36.6525486,-76.8394601,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>8700 block of Quay Rd, Suffolk, Virginia"
2017-08-12,"12310 Bellefontaine Rd, Saint Louis, Missouri",38.7965779,-90.212354,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>12310 Bellefontaine Rd, Saint Louis, Missouri"
2017-08-08,"1 block of East 37th St, Chicago, Illinois",41.8273618,-87.626407,1,6,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>6<br/><b>Location: </b>1 block of East 37th St, Chicago, Illinois"
2017-08-06,"Wickham Ave, Bronx, New York",40.8690749,-73.8373836,0,6,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>Wickham Ave, Bronx, New York"
2017-08-06,"Unionport Rd, Bronx, New York",40.8412711,-73.8633492,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Unionport Rd, Bronx, New York"
2017-08-06,"1000 block of 106th Avenue, Oakland, California",37.735796,-122.1720107,0,7,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>7<br/><b>Location: </b>1000 block of 106th Avenue, Oakland, California"
2017-08-05,"900 block of Brook Road, Lakewood, New Jersey",40.1018921,-74.188691,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>900 block of Brook Road, Lakewood, New Jersey"
2017-08-05,"300 block of Ellis St, Allendale, South Carolina",33.0020886,-81.2960586,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>300 block of Ellis St, Allendale, South Carolina"
2017-08-05,"1939 W Tennessee St, Tallahassee, Florida",30.448443,-84.3161753,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1939 W Tennessee St, Tallahassee, Florida"
2017-08-04,"200 block of North Helen Street, Lodge Grass, Montana",45.3115624,-107.3650843,3,2,"<b>Date: </b>NA<br/><b>Killed: </b>3<br/><b>Injured: </b>2<br/><b>Location: </b>200 block of North Helen Street, Lodge Grass, Montana"
2017-08-03,"3426 18th St NE, Washington, District of Columbia",38.9327371,-76.9800126,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>3426 18th St NE, Washington, District of Columbia"
2017-08-02,"900 block of N Broadway, Baltimore, Maryland",39.3005881,-76.5947539,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>900 block of N Broadway, Baltimore, Maryland"
2017-08-01,"800 block of N Monticello Ave, Chicago, Illinois",41.8954421,-87.7175234,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>800 block of N Monticello Ave, Chicago, Illinois"
2017-08-01,"8000 Block of Lateral C Rd, Toppenish, Washington",46.36072,-120.5230681,0,6,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>6<br/><b>Location: </b>8000 Block of Lateral C Rd, Toppenish, Washington"
2017-08-01,"Mariposa St and A St, Fresno, California",36.7278197,-119.8011313,0,7,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>7<br/><b>Location: </b>Mariposa St and A St, Fresno, California"
2017-07-31,"Jasper St and Main St, Decatur, Illinois",39.84177,-88.9404161,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Jasper St and Main St, Decatur, Illinois"
2017-07-30,"1500 block of Azalea Garden Rd, Norfolk, Virginia",36.8671762,-76.2345381,1,5,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>5<br/><b>Location: </b>1500 block of Azalea Garden Rd, Norfolk, Virginia"
2017-07-30,"1810 George Dieter Dr, El Paso, Texas",31.7655228,-106.3010844,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1810 George Dieter Dr, El Paso, Texas"
2017-07-29,"200 block of Carl St, Buffalo, New York",42.920097,-78.828214,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>200 block of Carl St, Buffalo, New York"
2017-07-29,"115 W Fisher St, Salisbury, North Carolina",35.6668114,-80.4716843,2,3,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>3<br/><b>Location: </b>115 W Fisher St, Salisbury, North Carolina"
2017-07-28,"400 block of N Washington St, Wilmington, Delaware",39.742038,-75.5552679,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>400 block of N Washington St, Wilmington, Delaware"
2017-07-27,"2000 block of E 71st St, Chicago, Illinois",41.7664443,-87.5758689,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>2000 block of E 71st St, Chicago, Illinois"
2017-07-26,"2111 E. Green Drive, High Point, North Carolina",35.9532518,-79.9808362,1,6,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>6<br/><b>Location: </b>2111 E. Green Drive, High Point, North Carolina"
2017-07-25,"1040 Golfair Boulevard, Jacksonville, Florida",30.3645442,-81.6702158,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1040 Golfair Boulevard, Jacksonville, Florida"
2017-07-23,"1500 block of East 82nd St, Chicago, Illinois",41.7459773,-87.5881857,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>1500 block of East 82nd St, Chicago, Illinois"
2017-07-23,"10360 Ave H, Baton Rouge, Louisiana",30.5384819,-91.1969557,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>10360 Ave H, Baton Rouge, Louisiana"
2017-07-22,"130 E Clifton Ave, Cincinnati, Ohio",39.1159489,-84.5142106,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>130 E Clifton Ave, Cincinnati, Ohio"
2017-07-19,"2300 block of Bethel St, Richmond, Virginia",37.5551184,-77.4185708,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>2300 block of Bethel St, Richmond, Virginia"
2017-07-19,"Imperial Hwy and Broadway, Los Angeles, California",33.931006,-118.2784465,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Imperial Hwy and Broadway, Los Angeles, California"
2017-07-18,"3000 block of N 39th St, Milwaukee, Wisconsin",43.0733843,-87.9620936,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>3000 block of N 39th St, Milwaukee, Wisconsin"
2017-07-18,"Hewitt St and Division St, Trenton, New Jersey",40.208135,-74.743731,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>Hewitt St and Division St, Trenton, New Jersey"
2017-07-18,"NW Grand Ave and W Thunderbird Rd, El Mirage, Arizona",33.6089076,-112.3123446,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>NW Grand Ave and W Thunderbird Rd, El Mirage, Arizona"
2017-07-15,"21st and Fitzwater, Philadelphia, Pennsylvania",39.9432388,-75.1773756,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>21st and Fitzwater, Philadelphia, Pennsylvania"
2017-07-15,"12200 block of S Throop St, Chicago, Illinois",41.6720048,-87.6541632,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>12200 block of S Throop St, Chicago, Illinois"
2017-07-09,"500 block of Sturgeon Rd, Lawrenceville, Virginia",36.8120438,-77.7706175,0,7,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>7<br/><b>Location: </b>500 block of Sturgeon Rd, Lawrenceville, Virginia"
2017-07-08,"700 block of Oakwood Ave, Alton, Illinois",38.9178269,-90.1725446,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>700 block of Oakwood Ave, Alton, Illinois"
2017-07-08,"9917 Capstan Dr, Cincinnati, Ohio",39.2540291,-84.5966016,1,8,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>8<br/><b>Location: </b>9917 Capstan Dr, Cincinnati, Ohio"
2017-07-06,"Eighth Ave, Meridian, Mississippi",32.3817211,-88.6865333,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Eighth Ave, Meridian, Mississippi"
2017-07-05,"Jefferson Street and West St. Julian Street, Savannah, Georgia",32.0808246,-81.0949588,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Jefferson Street and West St. Julian Street, Savannah, Georgia"
2017-07-05,"11000 block of S Eberhart, Chicago (Roseland), Illinois",41.6945082,-87.6112518,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>11000 block of S Eberhart, Chicago (Roseland), Illinois"
2017-07-05,"300 block of Russell Rd, Madison, Maine",44.7924303,-69.7941675,4,1,"<b>Date: </b>NA<br/><b>Killed: </b>4<br/><b>Injured: </b>1<br/><b>Location: </b>300 block of Russell Rd, Madison, Maine"
2017-07-04,"501 W Lancaster Rd, Orlando (Pine Castle), Florida",28.4656126,-81.3828292,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>501 W Lancaster Rd, Orlando (Pine Castle), Florida"
2017-07-04,"500 block of Patterson Ave, Hampton, Virginia",37.0325392,-76.3606308,1,4,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>4<br/><b>Location: </b>500 block of Patterson Ave, Hampton, Virginia"
2017-07-04,"105 E South St, Raleigh, North Carolina",35.7724084,-78.6379676,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>105 E South St, Raleigh, North Carolina"
2017-07-03,"112 US 82, Prattville, Alabama",32.438879,-86.4744311,3,1,"<b>Date: </b>NA<br/><b>Killed: </b>3<br/><b>Injured: </b>1<br/><b>Location: </b>112 US 82, Prattville, Alabama"
2017-07-03,"50 block of Thorpe St, Pontiac, Michigan",42.6371738,-83.311286,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>50 block of Thorpe St, Pontiac, Michigan"
2017-07-02,"Wilkinson Avenue, Jersey City, New Jersey",40.7063283,-74.080444,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>Wilkinson Avenue, Jersey City, New Jersey"
2017-07-02,"SC 72 Bypass, Greenwood, South Carolina",34.2087578,-82.1463633,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>SC 72 Bypass, Greenwood, South Carolina"
2017-07-01,"2727 S 13000 Rd E, Momence, Illinois",41.0852412,-87.6198026,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>2727 S 13000 Rd E, Momence, Illinois"
2017-07-01,"Lincoln Park and Pennsylvania Avenue, Newark, New Jersey",40.7258888,-74.1796367,2,2,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>2<br/><b>Location: </b>Lincoln Park and Pennsylvania Avenue, Newark, New Jersey"
2017-07-01,"3200 Humboldt Ave, Oakland, California",37.7920659,-122.2067424,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>3200 Humboldt Ave, Oakland, California"
2017-07-01,"220 W 6th St, Little Rock, Arkansas",34.7435095,-92.2732619,0,25,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>25<br/><b>Location: </b>220 W 6th St, Little Rock, Arkansas"
2017-06-30,"1650 Grand Concourse, Bronx, New York",40.8434675,-73.9110798,2,6,"<b>Date: </b>NA<br/><b>Killed: </b>2<br/><b>Injured: </b>6<br/><b>Location: </b>1650 Grand Concourse, Bronx, New York"
2017-06-27,"200 block of S Lotus, Chicago, Illinois",41.8780929,-87.7619121,0,5,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>5<br/><b>Location: </b>200 block of S Lotus, Chicago, Illinois"
2017-06-25,"5900 block of Southern Ave SE, Washington, District of Columbia",38.8886204,-76.9149252,0,4,"<b>Date: </b>NA<br/><b>Killed: </b>0<br/><b>Injured: </b>4<br/><b>Location: </b>5900 block of Southern Ave SE, Washington, District of Columbia"
2017-06-25,"5000 block of Thekla Ave, Saint Louis, Missouri",38.6885454,-90.2420027,1,3,"<b>Date: </b>NA<br/><b>Killed: </b>1<br/><b>Injured: </b>3<br/><b>Location: </b>5000 block of Thekla Ave, Saint Louis, Missouri"
